"image_id","image_path","quality_score","human_label"
"p0_seed3","data/raw/p0_seed3.jpg","6","Bad"
"p0_seed4","data/raw/p0_seed4.jpg","9","Good"
"p0_seed5","data/raw/p0_seed5.jpg","9","Good"
"p0_seed6","data/raw/p0_seed6.jpg","7","Bad"
"p0_seed7","data/raw/p0_seed7.jpg","6","Bad"
"p0_seed8","data/raw/p0_seed8.jpg","6","Bad"
"p1_img0","data/raw/p1_img0.png","7","Bad"
"p1_img1","data/raw/p1_img1.png","7","Bad"
"p1_img12","data/raw/p1_img12.png","8","Good"
"p1_img13","data/raw/p1_img13.png","8","Good"
"p1_img14","data/raw/p1_img14.png","8","Good"
"p1_img18","data/raw/p1_img18.png","8","Good"
"p1_img19","data/raw/p1_img19.png","9","Good"
"p1_img2","data/raw/p1_img2.png","6","Bad"
"p1_img21","data/raw/p1_img21.png","8","Good"
"p1_img22","data/raw/p1_img22.png","8","Good"
"p1_img23","data/raw/p1_img23.png","7","Bad"
"p1_img24","data/raw/p1_img24.png","8","Good"
"p1_img25","data/raw/p1_img25.png","8","Good"
"p1_img26","data/raw/p1_img26.png","7","Bad"
"p1_img27","data/raw/p1_img27.png","7","Bad"
"p1_img28","data/raw/p1_img28.png","8","Good"
"p1_img29","data/raw/p1_img29.png","7","Bad"
"p1_img3","data/raw/p1_img3.png","8","Good"
"p1_img4","data/raw/p1_img4.png","9","Good"
"p1_img5","data/raw/p1_img5.png","7","Bad"
"p1_img6","data/raw/p1_img6.png","7","Bad"
"p1_img8","data/raw/p1_img8.png","9","Good"
"p1_img9","data/raw/p1_img9.png","8","Good"
"p1_seed0","data/raw/p1_seed0.jpg","7","Bad"
"p1_seed10","data/raw/p1_seed10.jpg","5","Bad"
"p1_seed11","data/raw/p1_seed11.jpg","7","Bad"
"p1_seed12","data/raw/p1_seed12.jpg","5","Bad"
"p1_seed13","data/raw/p1_seed13.jpg","7","Bad"
"p1_seed14","data/raw/p1_seed14.jpg","5","Bad"
"p1_seed15","data/raw/p1_seed15.jpg","7","Bad"
"p1_seed16","data/raw/p1_seed16.jpg","5","Bad"
"p1_seed17","data/raw/p1_seed17.jpg","7","Bad"
"p1_seed18","data/raw/p1_seed18.jpg","8","Good"
"p1_seed2","data/raw/p1_seed2.jpg","7","Bad"
"p1_seed20","data/raw/p1_seed20.jpg","8","Good"
"p1_seed21","data/raw/p1_seed21.jpg","5","Bad"
"p1_seed22","data/raw/p1_seed22.jpg","5","Bad"
"p1_seed23","data/raw/p1_seed23.jpg","5","Bad"
"p1_seed24","data/raw/p1_seed24.jpg","7","Bad"
"p1_seed25","data/raw/p1_seed25.jpg","6","Bad"
"p1_seed26","data/raw/p1_seed26.jpg","6","Bad"
"p1_seed27","data/raw/p1_seed27.jpg","6","Bad"
"p1_seed29","data/raw/p1_seed29.jpg","7","Bad"
"p1_seed3","data/raw/p1_seed3.jpg","6","Bad"
"p1_seed4","data/raw/p1_seed4.jpg","7","Bad"
"p1_seed5","data/raw/p1_seed5.jpg","6","Bad"
"p1_seed6","data/raw/p1_seed6.jpg","8","Good"
"p1_seed7","data/raw/p1_seed7.jpg","7","Bad"
"p1_seed8","data/raw/p1_seed8.jpg","5","Bad"
"p2_img0","data/raw/p2_img0.png","7","Bad"
"p2_img1","data/raw/p2_img1.png","6","Bad"
"p2_img12","data/raw/p2_img12.png","7","Bad"
"p2_img14","data/raw/p2_img14.png","8","Good"
"p2_img15","data/raw/p2_img15.png","7","Bad"
"p2_img16","data/raw/p2_img16.png","8","Good"
"p2_img17","data/raw/p2_img17.png","8","Good"
"p2_img18","data/raw/p2_img18.png","6","Bad"
"p2_img2","data/raw/p2_img2.png","8","Good"
"p2_img21","data/raw/p2_img21.png","9","Good"
"p2_img22","data/raw/p2_img22.png","9","Good"
"p2_img24","data/raw/p2_img24.png","9","Good"
"p2_img26","data/raw/p2_img26.png","7","Bad"
"p2_img27","data/raw/p2_img27.png","8","Good"
"p2_img28","data/raw/p2_img28.png","7","Bad"
"p2_img29","data/raw/p2_img29.png","8","Good"
"p2_img3","data/raw/p2_img3.png","8","Good"
"p2_img4","data/raw/p2_img4.png","8","Good"
"p2_img5","data/raw/p2_img5.png","7","Bad"
"p2_img6","data/raw/p2_img6.png","7","Bad"
"p2_img7","data/raw/p2_img7.png","7","Bad"
"p2_img8","data/raw/p2_img8.png","9","Good"
"p2_img9","data/raw/p2_img9.png","7","Bad"
"p2_seed1","data/raw/p2_seed1.jpg","9","Good"
"p2_seed11","data/raw/p2_seed11.jpg","9","Good"
"p2_seed12","data/raw/p2_seed12.jpg","8","Good"
"p2_seed14","data/raw/p2_seed14.jpg","7","Bad"
"p2_seed15","data/raw/p2_seed15.jpg","9","Good"
"p2_seed17","data/raw/p2_seed17.jpg","6","Bad"
"p2_seed18","data/raw/p2_seed18.jpg","5","Bad"
"p2_seed21","data/raw/p2_seed21.jpg","9","Good"
"p2_seed22","data/raw/p2_seed22.jpg","9","Good"
"p2_seed23","data/raw/p2_seed23.jpg","9","Good"
"p2_seed26","data/raw/p2_seed26.jpg","7","Bad"
"p2_seed27","data/raw/p2_seed27.jpg","9","Good"
"p2_seed28","data/raw/p2_seed28.jpg","9","Good"
"p2_seed3","data/raw/p2_seed3.jpg","8","Good"
"p3_img0","data/raw/p3_img0.png","7","Bad"
"p3_img1","data/raw/p3_img1.png","7","Bad"
"p3_img10","data/raw/p3_img10.png","8","Good"
"p3_img12","data/raw/p3_img12.png","5","Bad"
"p3_img13","data/raw/p3_img13.png","8","Good"
"p3_img14","data/raw/p3_img14.png","8","Good"
"p3_img15","data/raw/p3_img15.png","8","Good"
"p3_img16","data/raw/p3_img16.png","8","Good"
"p3_img18","data/raw/p3_img18.png","7","Bad"
"p3_img19","data/raw/p3_img19.png","6","Bad"
"p3_img2","data/raw/p3_img2.png","7","Bad"
"p3_img20","data/raw/p3_img20.png","7","Bad"
"p3_img26","data/raw/p3_img26.png","8","Good"
"p3_img27","data/raw/p3_img27.png","7","Bad"
"p3_img28","data/raw/p3_img28.png","8","Good"
"p3_img29","data/raw/p3_img29.png","8","Good"
"p3_img3","data/raw/p3_img3.png","7","Bad"
"p3_img4","data/raw/p3_img4.png","8","Good"
"p3_img5","data/raw/p3_img5.png","8","Good"
"p3_img6","data/raw/p3_img6.png","8","Good"
"p3_img7","data/raw/p3_img7.png","8","Good"
"p3_img8","data/raw/p3_img8.png","8","Good"
"p3_img9","data/raw/p3_img9.png","7","Bad"
"p3_seed0","data/raw/p3_seed0.jpg","6","Bad"
"p3_seed1","data/raw/p3_seed1.jpg","7","Bad"
"p3_seed10","data/raw/p3_seed10.jpg","8","Good"
"p3_seed11","data/raw/p3_seed11.jpg","7","Bad"
"p3_seed12","data/raw/p3_seed12.jpg","4","Bad"
"p3_seed13","data/raw/p3_seed13.jpg","6","Bad"
"p3_seed14","data/raw/p3_seed14.jpg","6","Bad"
"p3_seed15","data/raw/p3_seed15.jpg","6","Bad"
"p3_seed18","data/raw/p3_seed18.jpg","6","Bad"
"p3_seed19","data/raw/p3_seed19.jpg","6","Bad"
"p3_seed2","data/raw/p3_seed2.jpg","7","Bad"
"p3_seed20","data/raw/p3_seed20.jpg","8","Good"
"p3_seed21","data/raw/p3_seed21.jpg","6","Bad"
"p3_seed22","data/raw/p3_seed22.jpg","7","Bad"
"p3_seed23","data/raw/p3_seed23.jpg","6","Bad"
"p3_seed24","data/raw/p3_seed24.jpg","7","Bad"
"p3_seed25","data/raw/p3_seed25.jpg","7","Bad"
"p3_seed26","data/raw/p3_seed26.jpg","7","Bad"
"p3_seed27","data/raw/p3_seed27.jpg","6","Bad"
"p3_seed28","data/raw/p3_seed28.jpg","8","Good"
"p3_seed29","data/raw/p3_seed29.jpg","5","Bad"
"p3_seed3","data/raw/p3_seed3.jpg","5","Bad"
"p3_seed5","data/raw/p3_seed5.jpg","7","Bad"
"p3_seed6","data/raw/p3_seed6.jpg","6","Bad"
"p3_seed7","data/raw/p3_seed7.jpg","6","Bad"
"p3_seed8","data/raw/p3_seed8.jpg","7","Bad"
"p3_seed9","data/raw/p3_seed9.jpg","7","Bad"
"p4_img11","data/raw/p4_img11.png","9","Good"
"p4_img12","data/raw/p4_img12.png","9","Good"
"p4_img14","data/raw/p4_img14.png","9","Good"
"p4_img15","data/raw/p4_img15.png","8","Good"
"p4_img16","data/raw/p4_img16.png","9","Good"
"p4_img17","data/raw/p4_img17.png","9","Good"
"p4_img18","data/raw/p4_img18.png","8","Good"
"p4_img19","data/raw/p4_img19.png","8","Good"
"p4_img2","data/raw/p4_img2.png","9","Good"
"p4_img20","data/raw/p4_img20.png","9","Good"
"p4_img22","data/raw/p4_img22.png","9","Good"
"p4_img23","data/raw/p4_img23.png","9","Good"
"p4_img25","data/raw/p4_img25.png","9","Good"
"p4_img26","data/raw/p4_img26.png","9","Good"
"p4_img27","data/raw/p4_img27.png","9","Good"
"p4_img28","data/raw/p4_img28.png","9","Good"
"p4_img29","data/raw/p4_img29.png","8","Good"
"p4_img4","data/raw/p4_img4.png","9","Good"
"p4_img5","data/raw/p4_img5.png","9","Good"
"p4_img6","data/raw/p4_img6.png","9","Good"
"p4_img7","data/raw/p4_img7.png","8","Good"
"p4_img8","data/raw/p4_img8.png","9","Good"
"p4_img9","data/raw/p4_img9.png","9","Good"
"p4_seed11","data/raw/p4_seed11.jpg","9","Good"
"p4_seed12","data/raw/p4_seed12.jpg","8","Good"
"p4_seed13","data/raw/p4_seed13.jpg","8","Good"
"p4_seed14","data/raw/p4_seed14.jpg","8","Good"
"p4_seed15","data/raw/p4_seed15.jpg","7","Bad"
"p4_seed16","data/raw/p4_seed16.jpg","8","Good"
"p4_seed17","data/raw/p4_seed17.jpg","6","Bad"
"p4_seed18","data/raw/p4_seed18.jpg","8","Good"
"p4_seed19","data/raw/p4_seed19.jpg","9","Good"
"p4_seed20","data/raw/p4_seed20.jpg","9","Good"
"p4_seed21","data/raw/p4_seed21.jpg","6","Bad"
"p4_seed22","data/raw/p4_seed22.jpg","9","Good"
"p4_seed23","data/raw/p4_seed23.jpg","9","Good"
"p4_seed24","data/raw/p4_seed24.jpg","9","Good"
"p4_seed25","data/raw/p4_seed25.jpg","7","Bad"
"p4_seed26","data/raw/p4_seed26.jpg","7","Bad"
"p4_seed27","data/raw/p4_seed27.jpg","9","Good"
"p4_seed28","data/raw/p4_seed28.jpg","8","Good"
"p4_seed29","data/raw/p4_seed29.jpg","8","Good"
"p4_seed3","data/raw/p4_seed3.jpg","7","Bad"
"p4_seed7","data/raw/p4_seed7.jpg","9","Good"
"p4_seed8","data/raw/p4_seed8.jpg","9","Good"
"p4_seed9","data/raw/p4_seed9.jpg","9","Good"
"p5_img0","data/raw/p5_img0.png","6","Bad"
"p5_img1","data/raw/p5_img1.png","5","Bad"
"p5_img10","data/raw/p5_img10.png","5","Bad"
"p5_img11","data/raw/p5_img11.png","6","Bad"
"p5_img12","data/raw/p5_img12.png","7","Bad"
"p5_img13","data/raw/p5_img13.png","8","Good"
"p5_img14","data/raw/p5_img14.png","7","Bad"
"p5_img15","data/raw/p5_img15.png","7","Bad"
"p5_img17","data/raw/p5_img17.png","7","Bad"
"p5_img18","data/raw/p5_img18.png","6","Bad"
"p5_img19","data/raw/p5_img19.png","7","Bad"
"p5_img2","data/raw/p5_img2.png","5","Bad"
"p5_img20","data/raw/p5_img20.png","6","Bad"
"p5_img21","data/raw/p5_img21.png","8","Good"
"p5_img22","data/raw/p5_img22.png","6","Bad"
"p5_img23","data/raw/p5_img23.png","6","Bad"
"p5_img24","data/raw/p5_img24.png","8","Good"
"p5_img25","data/raw/p5_img25.png","6","Bad"
"p5_img26","data/raw/p5_img26.png","8","Good"
"p5_img27","data/raw/p5_img27.png","7","Bad"
"p5_img28","data/raw/p5_img28.png","6","Bad"
"p5_img3","data/raw/p5_img3.png","7","Bad"
"p5_img4","data/raw/p5_img4.png","6","Bad"
"p5_img5","data/raw/p5_img5.png","6","Bad"
"p5_img6","data/raw/p5_img6.png","6","Bad"
"p5_img7","data/raw/p5_img7.png","7","Bad"
"p5_img8","data/raw/p5_img8.png","8","Good"
"p5_img9","data/raw/p5_img9.png","7","Bad"
"p5_seed0","data/raw/p5_seed0.jpg","5","Bad"
"p5_seed1","data/raw/p5_seed1.jpg","7","Bad"
"p5_seed10","data/raw/p5_seed10.jpg","6","Bad"
"p5_seed13","data/raw/p5_seed13.jpg","8","Good"
"p5_seed14","data/raw/p5_seed14.jpg","7","Bad"
"p5_seed15","data/raw/p5_seed15.jpg","8","Good"
"p5_seed16","data/raw/p5_seed16.jpg","5","Bad"
"p5_seed17","data/raw/p5_seed17.jpg","6","Bad"
"p5_seed18","data/raw/p5_seed18.jpg","6","Bad"
"p5_seed19","data/raw/p5_seed19.jpg","6","Bad"
"p5_seed2","data/raw/p5_seed2.jpg","6","Bad"
"p5_seed20","data/raw/p5_seed20.jpg","8","Good"
"p5_seed21","data/raw/p5_seed21.jpg","8","Good"
"p5_seed22","data/raw/p5_seed22.jpg","8","Good"
"p5_seed23","data/raw/p5_seed23.jpg","7","Bad"
"p5_seed24","data/raw/p5_seed24.jpg","7","Bad"
"p5_seed25","data/raw/p5_seed25.jpg","7","Bad"
"p5_seed27","data/raw/p5_seed27.jpg","8","Good"
"p5_seed28","data/raw/p5_seed28.jpg","7","Bad"
"p5_seed29","data/raw/p5_seed29.jpg","8","Good"
"p5_seed3","data/raw/p5_seed3.jpg","7","Bad"
"p5_seed4","data/raw/p5_seed4.jpg","8","Good"
"p5_seed5","data/raw/p5_seed5.jpg","8","Good"
"p5_seed6","data/raw/p5_seed6.jpg","7","Bad"
"p5_seed7","data/raw/p5_seed7.jpg","7","Bad"
"p5_seed8","data/raw/p5_seed8.jpg","6","Bad"
"p6_img0","data/raw/p6_img0.png","7","Bad"
"p6_img1","data/raw/p6_img1.png","8","Good"
"p6_img10","data/raw/p6_img10.png","6","Bad"
"p6_img11","data/raw/p6_img11.png","6","Bad"
"p6_img12","data/raw/p6_img12.png","7","Bad"
"p6_img13","data/raw/p6_img13.png","8","Good"
"p6_img14","data/raw/p6_img14.png","7","Bad"
"p6_img15","data/raw/p6_img15.png","8","Good"
"p6_img16","data/raw/p6_img16.png","8","Good"
"p6_img17","data/raw/p6_img17.png","7","Bad"
"p6_img18","data/raw/p6_img18.png","7","Bad"
"p6_img19","data/raw/p6_img19.png","7","Bad"
"p6_img2","data/raw/p6_img2.png","6","Bad"
"p6_img20","data/raw/p6_img20.png","6","Bad"
"p6_img22","data/raw/p6_img22.png","7","Bad"
"p6_img23","data/raw/p6_img23.png","7","Bad"
"p6_img24","data/raw/p6_img24.png","7","Bad"
"p6_img25","data/raw/p6_img25.png","7","Bad"
"p6_img26","data/raw/p6_img26.png","7","Bad"
"p6_img27","data/raw/p6_img27.png","7","Bad"
"p6_img28","data/raw/p6_img28.png","7","Bad"
"p6_img29","data/raw/p6_img29.png","7","Bad"
"p6_img3","data/raw/p6_img3.png","7","Bad"
"p6_img4","data/raw/p6_img4.png","7","Bad"
"p6_img5","data/raw/p6_img5.png","7","Bad"
"p6_img6","data/raw/p6_img6.png","7","Bad"
"p6_img7","data/raw/p6_img7.png","7","Bad"
"p6_img8","data/raw/p6_img8.png","8","Good"
"p6_img9","data/raw/p6_img9.png","6","Bad"
"p6_seed0","data/raw/p6_seed0.jpg","8","Good"
"p6_seed1","data/raw/p6_seed1.jpg","6","Bad"
"p6_seed10","data/raw/p6_seed10.jpg","6","Bad"
"p6_seed11","data/raw/p6_seed11.jpg","8","Good"
"p6_seed12","data/raw/p6_seed12.jpg","6","Bad"
"p6_seed13","data/raw/p6_seed13.jpg","8","Good"
"p6_seed14","data/raw/p6_seed14.jpg","8","Good"
"p6_seed15","data/raw/p6_seed15.jpg","6","Bad"
"p6_seed16","data/raw/p6_seed16.jpg","6","Bad"
"p6_seed17","data/raw/p6_seed17.jpg","7","Bad"
"p6_seed18","data/raw/p6_seed18.jpg","6","Bad"
"p6_seed19","data/raw/p6_seed19.jpg","8","Good"
"p6_seed3","data/raw/p6_seed3.jpg","6","Bad"
"p6_seed4","data/raw/p6_seed4.jpg","7","Bad"
"p6_seed5","data/raw/p6_seed5.jpg","6","Bad"
"p6_seed6","data/raw/p6_seed6.jpg","7","Bad"
"p6_seed8","data/raw/p6_seed8.jpg","8","Good"
"p6_seed9","data/raw/p6_seed9.jpg","5","Bad"
"p7_img0","data/raw/p7_img0.png","8","Good"
"p7_img1","data/raw/p7_img1.png","8","Good"
"p7_img10","data/raw/p7_img10.png","8","Good"
"p7_img11","data/raw/p7_img11.png","8","Good"
"p7_img12","data/raw/p7_img12.png","7","Bad"
"p7_img13","data/raw/p7_img13.png","8","Good"
"p7_img14","data/raw/p7_img14.png","8","Good"
"p7_img15","data/raw/p7_img15.png","8","Good"
"p7_img18","data/raw/p7_img18.png","8","Good"
"p7_img19","data/raw/p7_img19.png","8","Good"
"p7_img22","data/raw/p7_img22.png","8","Good"
"p7_img23","data/raw/p7_img23.png","8","Good"
"p7_img24","data/raw/p7_img24.png","9","Good"
"p7_img25","data/raw/p7_img25.png","9","Good"
"p7_img26","data/raw/p7_img26.png","7","Bad"
"p7_img27","data/raw/p7_img27.png","8","Good"
"p7_img28","data/raw/p7_img28.png","7","Bad"
"p7_img29","data/raw/p7_img29.png","7","Bad"
"p7_img4","data/raw/p7_img4.png","8","Good"
"p7_img5","data/raw/p7_img5.png","8","Good"
"p7_img6","data/raw/p7_img6.png","9","Good"
"p7_img7","data/raw/p7_img7.png","9","Good"
"p7_img9","data/raw/p7_img9.png","9","Good"
"p8_img0","data/raw/p8_img0.png","7","Bad"
"p8_img1","data/raw/p8_img1.png","6","Bad"
"p8_img10","data/raw/p8_img10.png","7","Bad"
"p8_img11","data/raw/p8_img11.png","8","Good"
"p8_img13","data/raw/p8_img13.png","8","Good"
"p8_img14","data/raw/p8_img14.png","8","Good"
"p8_img16","data/raw/p8_img16.png","8","Good"
"p8_img17","data/raw/p8_img17.png","8","Good"
"p8_img18","data/raw/p8_img18.png","8","Good"
"p8_img19","data/raw/p8_img19.png","8","Good"
"p8_img20","data/raw/p8_img20.png","8","Good"
"p8_img21","data/raw/p8_img21.png","8","Good"
"p8_img22","data/raw/p8_img22.png","8","Good"
"p8_img24","data/raw/p8_img24.png","8","Good"
"p8_img25","data/raw/p8_img25.png","8","Good"
"p8_img26","data/raw/p8_img26.png","7","Bad"
"p8_img28","data/raw/p8_img28.png","8","Good"
"p8_img29","data/raw/p8_img29.png","8","Good"
"p8_img4","data/raw/p8_img4.png","8","Good"
"p8_img5","data/raw/p8_img5.png","8","Good"
"p8_img6","data/raw/p8_img6.png","8","Good"
"p8_img7","data/raw/p8_img7.png","7","Bad"
"p8_img8","data/raw/p8_img8.png","9","Good"
"p8_img9","data/raw/p8_img9.png","8","Good"
"p9_img0","data/raw/p9_img0.png","8","Good"
"p9_img1","data/raw/p9_img1.png","6","Bad"
"p9_img10","data/raw/p9_img10.png","8","Good"
"p9_img11","data/raw/p9_img11.png","7","Bad"
"p9_img12","data/raw/p9_img12.png","6","Bad"
"p9_img13","data/raw/p9_img13.png","8","Good"
"p9_img14","data/raw/p9_img14.png","7","Bad"
"p9_img15","data/raw/p9_img15.png","7","Bad"
"p9_img16","data/raw/p9_img16.png","7","Bad"
"p9_img17","data/raw/p9_img17.png","7","Bad"
"p9_img18","data/raw/p9_img18.png","8","Good"
"p9_img19","data/raw/p9_img19.png","8","Good"
"p9_img2","data/raw/p9_img2.png","6","Bad"
"p9_img20","data/raw/p9_img20.png","7","Bad"
"p9_img21","data/raw/p9_img21.png","7","Bad"
"p9_img23","data/raw/p9_img23.png","8","Good"
"p9_img24","data/raw/p9_img24.png","8","Good"
"p9_img25","data/raw/p9_img25.png","8","Good"
"p9_img26","data/raw/p9_img26.png","8","Good"
"p9_img27","data/raw/p9_img27.png","7","Bad"
"p9_img28","data/raw/p9_img28.png","7","Bad"
"p9_img29","data/raw/p9_img29.png","7","Bad"
"p9_img3","data/raw/p9_img3.png","7","Bad"
"p9_img4","data/raw/p9_img4.png","5","Bad"
"p9_img5","data/raw/p9_img5.png","6","Bad"
"p9_img6","data/raw/p9_img6.png","7","Bad"
"p9_img7","data/raw/p9_img7.png","8","Good"
"p9_img8","data/raw/p9_img8.png","8","Good"
"p9_img9","data/raw/p9_img9.png","8","Good"
