image_id,image_path,vgg16_raw_score,vgg16_adjusted_score,resnet18_raw_score,resnet18_adjusted_score,resnet50_raw_score,resnet50_adjusted_score,ensemble_raw_score,ensemble_adjusted_score
p0_img25,data/raw/p0_img25.png,8.405662536621094,8.250730237607169,8.45248031616211,8.485288459621481,8.664490699768066,8.078150539345383,1.0722798712231378,1.0234369486896198
p0_img26,data/raw/p0_img26.png,8.157917976379395,8.115996706325642,8.221381187438965,8.32171152761108,7.777275562286377,8.054811831368111,0.6786653863730647,0.9285818259765121
p0_img27,data/raw/p0_img27.png,7.779766082763672,7.741671537886024,8.153939247131348,8.169249703255748,7.276766300201416,6.951885607300208,0.37505383771142276,0.4060372349327142
p0_img28,data/raw/p0_img28.png,8.44514274597168,8.390191226004093,8.097543716430664,8.035576948736908,9.317402839660645,8.234462062551644,1.2059817157361412,1.040895319126638
p0_img29,data/raw/p0_img29.png,8.745735168457031,8.562313923584528,9.137283325195312,8.853320722838918,9.030571937561035,8.824365576180595,1.44019978734938,1.4529494859362186
p0_img3,data/raw/p0_img3.png,7.968957901000977,8.0283221594053,7.678386211395264,7.542723999242281,7.7606635093688965,7.745561614428522,0.49645471151490767,0.6450241667128611
p0_img4,data/raw/p0_img4.png,7.770760536193848,7.942231937837547,7.965393543243408,7.887333071810167,7.348708629608154,7.574332178590332,0.3561049745527152,0.6244622017013327
p0_img5,data/raw/p0_img5.png,8.396783828735352,8.28792397967073,8.168807029724121,8.200609985313731,9.103311538696289,8.488252574443926,1.1396581574267615,1.1087429065875296
p0_img6,data/raw/p0_img6.png,7.924252986907959,7.923948438196685,7.678434371948242,7.4847977667025605,6.825092315673828,6.681204958109877,0.2127401298176027,0.2643501005049488
p0_img7,data/raw/p0_img7.png,8.329534530639648,8.172963321929844,8.31283950805664,8.158829199319397,6.6982245445251465,7.578303995443077,0.45640326999789416,0.7741797203369835
p0_img8,data/raw/p0_img8.png,8.350604057312012,8.241964937307177,8.479097366333008,8.50356361876539,8.191457748413086,8.032661486486786,0.9211580546427663,1.0094527436331457
p0_img9,data/raw/p0_img9.png,8.491119384765625,8.449229493494252,8.493551254272461,8.806660750323422,8.019805908203125,8.228187482389421,0.9302050915941983,1.214370887604373
p0_seed0,data/raw/p0_seed0.jpg,6.87959098815918,7.032287737947184,7.8071818351745605,7.329226651432128,6.177091121673584,6.2459127773725065,-0.3570124712160098,-0.2679340562532066
p0_seed1,data/raw/p0_seed1.jpg,8.308241844177246,8.214042479879318,7.477532863616943,6.493829045928648,8.093965530395508,7.175375977474331,0.6861810793023553,0.34159603518893683
p0_seed10,data/raw/p0_seed10.jpg,7.902177333831787,7.770509580544063,7.6900153160095215,7.2891983445449355,7.310811996459961,7.372844299436332,0.3444764788461652,0.374622994759513
p0_seed11,data/raw/p0_seed11.jpg,7.721667766571045,7.5835231312196605,6.539597988128662,6.313366690300777,6.9759087562561035,6.839120225517491,-0.040581281560944545,-0.057313721556694563
p0_seed12,data/raw/p0_seed12.jpg,6.425693988800049,6.4738776662924025,7.75824499130249,7.139474399607678,7.3882737159729,7.131425494294861,-0.19982180741264222,-0.2644199707783914
p0_seed13,data/raw/p0_seed13.jpg,8.016693115234375,7.849572398592109,8.180198669433594,8.063054338253059,8.084306716918945,7.366959718859217,0.7027702647415667,0.5570345568555563
p0_seed14,data/raw/p0_seed14.jpg,7.413932800292969,6.826439915917562,7.18949556350708,6.7969368172027655,6.619131565093994,5.434483234351275,-0.139145886727014,-0.7059140940185467
p0_seed15,data/raw/p0_seed15.jpg,6.783443927764893,6.787306409843418,4.6601643562316895,1.875953049713925,6.836997985839844,6.363299809909261,-0.8059244373442159,-1.4011216760518146
p0_seed16,data/raw/p0_seed16.jpg,7.552340030670166,7.464241696328194,6.751392841339111,6.767810666337252,7.070932865142822,7.291403385858433,-0.03967538327847673,0.12101542410623174
p0_seed17,data/raw/p0_seed17.jpg,4.649801254272461,4.525856864720038,4.889904499053955,4.769102807425065,5.796963214874268,4.716826012536347,-1.8952747388114177,-2.273520198935735
p0_seed18,data/raw/p0_seed18.jpg,7.687204837799072,7.388707438351137,7.826395034790039,7.578346921320206,8.228677749633789,8.13464691490013,0.5472298134697818,0.5069773986069119
p0_seed19,data/raw/p0_seed19.jpg,8.147558212280273,7.9715390202155545,8.617729187011719,8.558830288922326,8.801194190979004,8.852849733615054,1.0413525475902372,1.1599163337056395
p0_seed2,data/raw/p0_seed2.jpg,6.1073760986328125,5.690526764635943,5.85026741027832,6.248414637353585,5.360778331756592,5.113800212809808,-1.2646957061861197,-1.3809445969974412
p0_seed20,data/raw/p0_seed20.jpg,8.178153038024902,7.844428078960759,7.659896373748779,7.554627422121467,6.576662540435791,7.040767385488163,0.23815213882617425,0.35536899014695605
p0_seed21,data/raw/p0_seed21.jpg,5.572694301605225,5.797830330478524,6.133816242218018,6.032677635081727,5.3042521476745605,4.773643308545574,-1.436604487522274,-1.4831106809711798
p0_seed22,data/raw/p0_seed22.jpg,8.678254127502441,8.456363348604112,8.054052352905273,7.807124706123188,8.925651550292969,9.005713678194976,1.1777108594980936,1.2598711426682385
p0_seed23,data/raw/p0_seed23.jpg,5.866836071014404,5.978165780763597,6.877748489379883,5.556818616397362,5.650729179382324,5.732465290759195,-1.0810305099336464,-1.2079300179842793
p0_seed24,data/raw/p0_seed24.jpg,7.743199348449707,7.337205505788382,5.749862194061279,5.527797469523477,7.990915775299072,7.299850493937912,0.10634825783844609,-0.17172218946957377
p0_seed25,data/raw/p0_seed25.jpg,7.578346252441406,7.557228004190199,7.963473796844482,7.278416728807041,8.086404800415039,7.283478872600956,0.4901275138264225,0.25700085411952583
p0_seed26,data/raw/p0_seed26.jpg,6.583858966827393,6.558508412535819,7.125678539276123,6.978687983495311,6.942995071411133,6.415906437791273,-0.38484106276328406,-0.48023415260546093
p0_seed27,data/raw/p0_seed27.jpg,6.730408668518066,6.7239507217380305,-3.261826753616333,-3.021666146674355,6.2872748374938965,6.150626468859838,-2.4908494343058867,-2.4516072936841016
p0_seed28,data/raw/p0_seed28.jpg,8.708606719970703,8.564854881703493,8.582704544067383,8.209587404874382,9.050414085388184,8.402509755600018,1.3257298650588472,1.1986423353599873
p0_seed29,data/raw/p0_seed29.jpg,7.3457255363464355,6.983071491438148,3.9679172039031982,1.4156717127303682,7.875137805938721,7.198965699064207,-0.4216870491740978,-1.1542603505440419
p0_seed3,data/raw/p0_seed3.jpg,6.4492926597595215,6.394838727823224,6.071739673614502,6.131187003831575,5.186827182769775,5.193667050423202,-1.1378800485594356,-1.0884226532125618
p0_seed4,data/raw/p0_seed4.jpg,8.50362777709961,8.688669020407753,8.599485397338867,8.512324267334455,8.014896392822266,7.82494522611946,0.9538775068829652,1.1320725220347514
p0_seed5,data/raw/p0_seed5.jpg,9.214348793029785,8.680372251424666,8.172893524169922,7.908957635077725,8.478449821472168,7.996676163596782,1.2834391854182365,1.0631162300523045
p0_seed6,data/raw/p0_seed6.jpg,6.81984281539917,6.718620667107744,4.179006576538086,3.3957028329082903,6.19545316696167,6.388553928752391,-1.0657450243305047,-1.1241395694521956
p0_seed7,data/raw/p0_seed7.jpg,6.1151204109191895,6.086837496316103,6.489216327667236,6.46194369645706,5.316869258880615,5.105696612348141,-1.1525452032327923,-1.1778673369563581
p0_seed8,data/raw/p0_seed8.jpg,6.17464542388916,6.148486268558679,6.4481730461120605,6.387373618765987,6.230165958404541,6.574213767108384,-0.8771552978539559,-0.7169257124624026
p0_seed9,data/raw/p0_seed9.jpg,8.032402992248535,8.036875482565307,8.163312911987305,8.288658761259892,8.24415397644043,7.519656538385149,0.7511993724674895,0.7254029995572501
p1_img0,data/raw/p1_img0.png,7.030788421630859,6.809394460397913,6.6768059730529785,6.774263104208549,6.837073802947998,8.021124454359418,-0.3250463100009762,0.07536101559330637
p1_img1,data/raw/p1_img1.png,7.089608669281006,7.019880213028073,7.5495781898498535,7.36358058313072,7.623855113983154,6.96765966322781,0.0879888710717411,-0.045130574524742915
p1_img10,data/raw/p1_img10.png,7.1423845291137695,7.4109479002906,7.55698299407959,7.51726810189501,7.4542555809021,7.835850436571248,0.061852205092147484,0.412629467968471
p1_img11,data/raw/p1_img11.png,8.10780143737793,8.095131947272924,8.170428276062012,8.272361949632081,8.258508682250977,7.509781105688243,0.7862215090737225,0.7432547698778477
p1_img12,data/raw/p1_img12.png,7.832990646362305,7.721050902398328,7.6857781410217285,7.674586696530112,8.07392692565918,7.5153165827695325,0.5336403437200339,0.4733259999022568
p1_img13,data/raw/p1_img13.png,7.914732456207275,7.853666330295962,8.15498161315918,7.924463555085795,6.999963760375977,6.751772098920386,0.3494543338987794,0.34304130777669145
p1_img14,data/raw/p1_img14.png,7.8317155838012695,7.813409909961059,7.959326267242432,7.726790580143809,6.879811763763428,6.988895879198332,0.2454592850075208,0.3603711852045757
p1_img15,data/raw/p1_img15.png,7.647761344909668,7.5500169924766105,7.37089204788208,7.671695113040132,6.609368801116943,6.17250500956447,-0.015653684161125447,-0.009453733667230088
p1_img16,data/raw/p1_img16.png,7.273441791534424,7.347687382785745,8.351937294006348,8.164991116676328,7.890818119049072,7.295878156991271,0.38877836516312253,0.34784767293134733
p1_img17,data/raw/p1_img17.png,7.71795129776001,7.562285083522538,8.191641807556152,7.980640587329492,7.161337375640869,7.3165884011421065,0.3251341909916849,0.40675821535708234
p1_img18,data/raw/p1_img18.png,7.76586389541626,7.422792670212588,7.9356513023376465,7.65296029326078,8.452142715454102,7.193177963470243,0.6624655240021425,0.24712942108748281
p1_img19,data/raw/p1_img19.png,8.19667911529541,8.344809007980913,8.5111722946167,8.455800014270409,8.698249816894531,8.03813547528338,1.0110569513961518,1.0442688351100866
p1_img2,data/raw/p1_img2.png,6.528111934661865,6.209530584636761,6.977295398712158,6.6798264434043935,5.647189617156982,5.275330448341074,-0.8036292834988256,-1.032515191790488
p1_img20,data/raw/p1_img20.png,7.6655778884887695,7.55433046722712,8.370779991149902,7.991643976209876,7.424637317657471,7.155620892931715,0.41359066244512405,0.3562928599323505
p1_img21,data/raw/p1_img21.png,8.020819664001465,7.759165740034055,5.214714527130127,3.5313623314160614,7.100221157073975,7.4295491417185895,-0.1399870415164572,-0.34860317200284374
p1_img22,data/raw/p1_img22.png,7.832213878631592,7.7069461422928685,8.669044494628906,8.485944396716944,7.090732574462891,7.271582983664462,0.4407381456339569,0.5516911876742859
p1_img23,data/raw/p1_img23.png,6.880479335784912,7.055917639866917,7.404635429382324,7.059490870606649,6.003206253051758,5.622058069323008,-0.48274913565442695,-0.5021947687477197
p1_img24,data/raw/p1_img24.png,7.832115650177002,7.7874922647507105,8.124671936035156,7.812030652860935,7.492464542388916,7.535758568639791,0.4513930620006969,0.5339591903832464
p1_img25,data/raw/p1_img25.png,7.503987789154053,7.665627282450776,7.289109230041504,7.380163209465357,6.8302836418151855,7.46564689708347,-0.024777160341002247,0.3775450848678347
p1_img26,data/raw/p1_img26.png,6.907945156097412,7.006399333260175,6.891572952270508,7.068164478523437,7.2028584480285645,6.3747465023519805,-0.22830066229660487,-0.29027050665823656
p1_img27,data/raw/p1_img27.png,6.925616264343262,6.843503977804314,6.956190586090088,6.567352361545548,5.9555277824401855,6.146824042650503,-0.5639520408149247,-0.5255051277825036
p1_img28,data/raw/p1_img28.png,8.026396751403809,7.628066926098579,7.7723870277404785,7.734404814567259,7.188164234161377,7.68228537313419,0.3739979957597171,0.49779507216827756
p1_img29,data/raw/p1_img29.png,7.039997100830078,6.995386236690821,6.351881504058838,6.383856334282061,6.339066982269287,6.216489011131221,-0.5249625718078308,-0.47733574546954055
p1_img3,data/raw/p1_img3.png,7.332271099090576,7.156312951045207,7.50719690322876,7.230093409235028,8.904508590698242,7.236444351182475,0.53949924421694,0.06747556759653373
p1_img4,data/raw/p1_img4.png,9.527158737182617,8.497104039432788,4.205946445465088,5.595759445810467,7.99361515045166,7.278116576837758,0.5132445147023553,0.31416305825319096
p1_img5,data/raw/p1_img5.png,6.736520290374756,6.761730421060307,7.029826641082764,7.002147072078165,7.025575160980225,6.735882387914503,-0.3196891946764397,-0.29360773813428676
p1_img6,data/raw/p1_img6.png,7.01317834854126,7.02492549568143,6.885681629180908,7.257204750374266,7.163928985595703,6.255246987030387,-0.1992078868714595,-0.2822196150265878
p1_img7,data/raw/p1_img7.png,7.285583972930908,7.127103808306826,7.88048791885376,7.591285051804638,6.531167507171631,7.131734582860244,-0.08302313967412621,0.09404975547179946
p1_img8,data/raw/p1_img8.png,8.390978813171387,8.116130516159206,7.387063026428223,7.425714756246693,7.991796970367432,7.485155503653069,0.6723577182932057,0.5785797898116006
p1_img9,data/raw/p1_img9.png,7.878414154052734,7.865307878465204,7.812110424041748,7.841482581702267,7.271885871887207,7.83612453493284,0.3473146950638292,0.6639347783641287
p1_seed0,data/raw/p1_seed0.jpg,6.60049295425415,6.635795931687175,6.758878707885742,6.818508747843237,6.633706569671631,6.275906620891012,-0.5361206029260898,-0.5225773396425573
p1_seed1,data/raw/p1_seed1.jpg,7.515193462371826,7.584453430807697,5.94423246383667,4.948831725978146,7.895445346832275,7.38417737338822,0.026716220160889887,-0.15710389695563823
p1_seed10,data/raw/p1_seed10.jpg,5.6222381591796875,5.664281460635989,5.9378838539123535,5.456969284725815,4.898754119873047,4.468051393286033,-1.5698247861025898,-1.7446917893159046
p1_seed11,data/raw/p1_seed11.jpg,6.64547872543335,6.577415423233432,7.0222039222717285,7.000999986860035,6.398254871368408,5.931969600575065,-0.5353429734448928,-0.6163706017934394
p1_seed12,data/raw/p1_seed12.jpg,5.414076805114746,5.291315186784526,4.964527606964111,4.996443145006863,3.606058359146118,4.020674883852946,-2.204539262987168,-2.1260909229985443
p1_seed13,data/raw/p1_seed13.jpg,6.681582927703857,6.713292049657985,7.764050483703613,7.5057284366865975,7.193000316619873,7.361174654496511,-0.15387264759026656,-0.023361291768533743
p1_seed14,data/raw/p1_seed14.jpg,5.059492588043213,5.360472217954983,5.2975335121154785,4.887740237942327,3.557633638381958,4.173513998033306,-2.294066137446969,-2.0719627304507067
p1_seed15,data/raw/p1_seed15.jpg,6.495112419128418,6.254487924617604,5.644007205963135,5.398907818547584,5.926480770111084,6.244421890002487,-0.9908661225383351,-0.9677808541988426
p1_seed16,data/raw/p1_seed16.jpg,5.319714069366455,5.5959855559070215,5.135403156280518,5.128709969920441,5.0310492515563965,4.965266115006948,-1.8036132874041726,-1.684807377858862
p1_seed17,data/raw/p1_seed17.jpg,7.160647392272949,6.837937151292194,6.814545154571533,6.669292421964604,5.528165340423584,5.542102384606905,-0.6202821852402002,-0.6931777894251642
p1_seed18,data/raw/p1_seed18.jpg,7.071653842926025,7.136982908515379,7.979604244232178,7.568235333132279,7.852937698364258,6.976846119837461,0.22796366043315394,0.04614708583221085
p1_seed19,data/raw/p1_seed19.jpg,6.33056116104126,6.310988355685394,5.983260154724121,5.972460784568258,6.289670467376709,5.705434887076973,-0.8875314488914912,-0.9973040182325782
p1_seed2,data/raw/p1_seed2.jpg,6.539022445678711,6.644593367799226,6.211683750152588,6.29779402563407,5.11540412902832,6.100264933452987,-1.0963598050547472,-0.674747948077732
p1_seed20,data/raw/p1_seed20.jpg,7.439529895782471,7.707284089007016,7.757521152496338,7.33656678516083,8.273274421691895,7.618898313402389,0.449630759902951,0.4331875033089639
p1_seed21,data/raw/p1_seed21.jpg,5.685791969299316,5.551149205575334,4.949150085449219,4.936668965235424,3.8201444149017334,3.6500252088972025,-2.0399435026568704,-2.1440381805279696
p1_seed22,data/raw/p1_seed22.jpg,5.831570148468018,5.76084791245637,5.474307537078857,5.489127717613418,4.6201701164245605,4.174942337592588,-1.6551787001173797,-1.7883280780311817
p1_seed23,data/raw/p1_seed23.jpg,5.556751728057861,5.381060823527676,4.657449245452881,4.871298193272166,5.244820594787598,4.248245949901621,-1.7407508110709078,-2.0437720719084904
p1_seed24,data/raw/p1_seed24.jpg,7.045666217803955,6.775689076952507,7.349064350128174,7.034983987334193,6.601990222930908,6.537801259661571,-0.2581492263174667,-0.34211801765350786
p1_seed25,data/raw/p1_seed25.jpg,6.299862861633301,6.1878090723503245,6.144638538360596,5.7903390588647135,6.3882904052734375,5.2736821266285405,-0.8408041857150664,-1.2161884090841155
p1_seed26,data/raw/p1_seed26.jpg,6.01414155960083,6.0354386667704985,6.1589460372924805,6.208085009996345,5.590804576873779,5.196394652043403,-1.1770844930290323,-1.2210211549124586
p1_seed27,data/raw/p1_seed27.jpg,6.173673152923584,6.110129482276012,-0.6974323987960815,-1.1947102994097163,5.346608638763428,5.262550615948999,-2.4888714183096545,-2.6196165927823007
p1_seed28,data/raw/p1_seed28.jpg,7.857183933258057,7.790728428745971,7.848562717437744,7.935302479545696,7.707479000091553,7.37666101008013,0.4698545715932741,0.5106768118587072
p1_seed29,data/raw/p1_seed29.jpg,6.550634384155273,6.546513609082998,6.597894668579102,6.995492437599388,7.67991304397583,6.308024873091708,-0.2886615774212397,-0.5149628738480344
p1_seed3,data/raw/p1_seed3.jpg,6.29806661605835,6.125517902570807,1.737720012664795,3.2357247473175903,5.512720584869385,5.084936134658397,-1.9293446772335239,-1.8000570490952532
p1_seed4,data/raw/p1_seed4.jpg,6.766000747680664,6.640204687223546,7.113198757171631,6.928792465692235,5.785195350646973,5.530982424813764,-0.6451600149621354,-0.7274638987228336
p1_seed5,data/raw/p1_seed5.jpg,5.926123142242432,5.894069232427174,5.831002235412598,6.072900642695003,5.681033611297607,5.419897584313281,-1.2483627613448443,-1.2374053284845765
p1_seed6,data/raw/p1_seed6.jpg,7.335634708404541,7.461013374457131,7.336000442504883,7.1311281843325105,6.753218173980713,6.129972737249581,-0.1038351508592104,-0.16512511542087382
p1_seed7,data/raw/p1_seed7.jpg,6.934940814971924,6.953289350467,6.398539066314697,6.600632591233534,6.931865215301514,6.878022379427168,-0.38864393303942024,-0.2495286063347633
p1_seed8,data/raw/p1_seed8.jpg,5.133347988128662,5.3275449274926405,5.395190715789795,5.201186643131068,4.791019916534424,4.42274214070593,-1.8955860743778394,-1.9477995112296724
p1_seed9,data/raw/p1_seed9.jpg,7.61398983001709,7.62011667200422,7.889145374298096,7.784645679341427,7.028017044067383,6.697889974207834,0.18884063324682254,0.20265005857732477
p2_img0,data/raw/p2_img0.png,6.722998142242432,6.455484169234689,6.886840343475342,6.553911749922195,5.916248798370361,5.27290423496174,-0.6678267583132622,-0.9562963754909085
p2_img1,data/raw/p2_img1.png,6.190511226654053,6.247728719296625,6.7814483642578125,6.383070784069437,5.369406223297119,5.829697815357886,-1.0523993248466874,-0.9049447106925707
p2_img10,data/raw/p2_img10.png,7.761582374572754,7.338604313077983,7.669867038726807,7.312176684132995,7.778653621673584,6.967334639154897,0.4185845608646825,0.0763907835356814
p2_img11,data/raw/p2_img11.png,7.508914470672607,7.240264889816147,7.712371349334717,7.583012145185164,6.5984039306640625,6.752737813991428,-0.008261936399602857,0.023028986309950667
p2_img12,data/raw/p2_img12.png,6.859707355499268,6.781031061048156,7.014156341552734,7.060946478270576,7.213655471801758,7.30168386097266,-0.2208256109237633,-0.1007104648082176
p2_img13,data/raw/p2_img13.png,7.597425937652588,7.648659548666168,8.320104598999023,8.20824430195763,8.995260238647461,8.042354614600658,0.8240696806798836,0.7094526363313437
p2_img14,data/raw/p2_img14.png,8.261507987976074,7.894167069828012,7.912211894989014,8.080832436967464,7.3723320960998535,6.854699193711937,0.5452575454559309,0.4219429233741412
p2_img15,data/raw/p2_img15.png,7.000514030456543,6.977181697781923,7.205832481384277,7.112461771627858,6.378488063812256,6.129883477391742,-0.3667147735813681,-0.36871343907803666
p2_img16,data/raw/p2_img16.png,7.678853511810303,7.668825561692293,8.309680938720703,8.122305337112197,7.8733439445495605,7.212508057018972,0.5348344975503081,0.44662198414289334
p2_img17,data/raw/p2_img17.png,7.97739315032959,7.912191590593946,8.322432518005371,8.040828619953869,8.114212989807129,7.908415311547327,0.7229289431023419,0.744500644577249
p2_img18,data/raw/p2_img18.png,6.6700849533081055,6.573111982245142,6.795655250549316,6.852687973683168,6.332391262054443,5.610157206398764,-0.5875441269033462,-0.7458230388275061
p2_img19,data/raw/p2_img19.png,7.904898166656494,7.689489998084138,8.265710830688477,8.260154731181949,7.542255878448486,7.951233610027043,0.5209593114342413,0.7085616050520432
p2_img2,data/raw/p2_img2.png,7.514902591705322,7.570241892244794,7.921738147735596,7.479896355013242,7.125097751617432,7.142662737397539,0.18378597874716654,0.2586771471425917
p2_img20,data/raw/p2_img20.png,7.724759578704834,7.86496212347471,8.286689758300781,7.926612758805505,7.851603984832764,7.7262088798085715,0.5422855044501647,0.6467763110368088
p2_img21,data/raw/p2_img21.png,8.48437213897705,8.423173807503321,7.558654308319092,7.976120495610702,9.520150184631348,8.451986076451293,1.1764971310693033,1.1095462100373432
p2_img22,data/raw/p2_img22.png,8.302041053771973,8.16799100317436,8.37037181854248,8.21552367268103,8.746345520019531,7.984003023118649,1.0392842297064107,0.9075674149677383
p2_img23,data/raw/p2_img23.png,7.913397312164307,7.9630628470651885,8.142871856689453,8.176428977747987,7.8238654136657715,6.982845510936992,0.581037236476182,0.5084043961666868
p2_img24,data/raw/p2_img24.png,8.25540828704834,8.442691100001321,8.571056365966797,8.360132188291402,8.871679306030273,8.445510882870007,1.0948405443046294,1.1908288438524277
p2_img25,data/raw/p2_img25.png,7.801834583282471,7.670831989712383,8.047394752502441,7.835378166474545,7.741710662841797,7.333769203632238,0.4957183977877187,0.42842473643413154
p2_img26,data/raw/p2_img26.png,6.625557899475098,6.544272771275557,7.345625877380371,6.988497715382598,7.02511739730835,6.644617974272047,-0.30325451516750984,-0.41409892347141336
p2_img27,data/raw/p2_img27.png,7.478855609893799,7.4148280707886824,8.074606895446777,7.836779526908057,7.2610297203063965,7.410654018571615,0.23741083795615825,0.3464894580275975
p2_img28,data/raw/p2_img28.png,6.539686679840088,6.68005011480588,6.936157703399658,7.159886717335855,6.2253875732421875,6.638082697840281,-0.6424116877900445,-0.3264384743648068
p2_img29,data/raw/p2_img29.png,7.559321403503418,7.501838281038787,8.004622459411621,8.083201171804296,8.053524017333984,7.746864886202555,0.4811391643153198,0.5337401984033631
p2_img3,data/raw/p2_img3.png,7.729801654815674,7.296646298293073,8.133659362792969,7.960973861435849,8.069268226623535,7.69629188389906,0.5770676389188233,0.40952457507773676
p2_img4,data/raw/p2_img4.png,7.409574508666992,7.4626170304985475,7.433247089385986,7.382862850522179,6.967715740203857,7.136556959047012,0.004711862124194273,0.19333570339959535
p2_img5,data/raw/p2_img5.png,7.4709296226501465,7.2509035641999615,7.534815311431885,7.070441206280511,6.343609809875488,6.632466062539584,-0.12945082768491026,-0.10981616155714358
p2_img6,data/raw/p2_img6.png,6.966291427612305,6.946933114584089,6.941685199737549,6.988757847381416,6.474238872528076,6.78918000811242,-0.4031726001990695,-0.20337462285817334
p2_img7,data/raw/p2_img7.png,7.286440372467041,7.251039079269179,7.579629421234131,7.52558636485413,7.0431084632873535,7.183678146691165,0.005707882658000203,0.14830987275141047
p2_img8,data/raw/p2_img8.png,8.589068412780762,8.47723316509925,8.493677139282227,8.391381012887992,9.418587684631348,8.412629020169856,1.3666338691561044,1.2011425829842495
p2_img9,data/raw/p2_img9.png,7.024200439453125,6.7365694393142,7.204503536224365,7.059216596679146,5.785201549530029,6.465769271259345,-0.5264722196089818,-0.3756120094135457
p2_seed0,data/raw/p2_seed0.jpg,8.484310150146484,8.694104276101198,8.588850021362305,8.646499685430513,8.61622428894043,8.685187558203365,1.1153599546692605,1.4242430509943576
p2_seed1,data/raw/p2_seed1.jpg,8.56027603149414,8.338528643896897,7.2000346183776855,6.777322734283135,8.689148902893066,8.048382811078348,0.901595410426307,0.716108920761792
p2_seed10,data/raw/p2_seed10.jpg,7.963780879974365,7.3935148085116955,8.014861106872559,8.065305455306625,7.815064430236816,7.570039028433025,0.573939079442577,0.43128553245133877
p2_seed11,data/raw/p2_seed11.jpg,8.98021125793457,8.93667536043534,9.07336711883545,9.019412207740908,9.303627967834473,8.712137541354036,1.597724085994426,1.6057557264735547
p2_seed12,data/raw/p2_seed12.jpg,8.262910842895508,7.851615761540019,7.769000053405762,7.621996100931845,7.599499702453613,7.606719480859199,0.5831842761352057,0.5449858676683692
p2_seed13,data/raw/p2_seed13.jpg,8.14936637878418,8.202327198663696,8.18294906616211,8.163130041806003,7.848299503326416,8.12475385568036,0.6882029318564674,0.9546311598125373
