image_id,image_path,vgg16_raw_score
p0_seed19,data/raw/p0_seed19.jpg,8.677331924438477
p2_seed5,data/raw/p2_seed5.jpg,8.669583320617676
p0_img22,data/raw/p0_img22.png,8.64122200012207
p2_img8,data/raw/p2_img8.png,8.625728607177734
p0_img28,data/raw/p0_img28.png,8.62307357788086
p4_img27,data/raw/p4_img27.png,8.610050201416016
p4_img26,data/raw/p4_img26.png,8.607682228088379
p4_img13,data/raw/p4_img13.png,8.606185913085938
p7_img9,data/raw/p7_img9.png,8.600059509277344
p4_seed19,data/raw/p4_seed19.jpg,8.596465110778809
p3_img21,data/raw/p3_img21.png,8.594559669494629
p4_img23,data/raw/p4_img23.png,8.58757495880127
p2_seed20,data/raw/p2_seed20.jpg,8.58658218383789
p0_img13,data/raw/p0_img13.png,8.585920333862305
p8_img8,data/raw/p8_img8.png,8.538789749145508
p4_img6,data/raw/p4_img6.png,8.535853385925293
p2_seed28,data/raw/p2_seed28.jpg,8.531682968139648
p8_img17,data/raw/p8_img17.png,8.502420425415039
p2_seed6,data/raw/p2_seed6.jpg,8.491182327270508
p2_seed0,data/raw/p2_seed0.jpg,8.487902641296387
p4_seed16,data/raw/p4_seed16.jpg,8.462348937988281
p8_img19,data/raw/p8_img19.png,8.453048706054688
p4_img25,data/raw/p4_img25.png,8.45224380493164
p0_img8,data/raw/p0_img8.png,8.419198989868164
p2_seed7,data/raw/p2_seed7.jpg,8.410161972045898
p8_img11,data/raw/p8_img11.png,8.405281066894531
p0_seed24,data/raw/p0_seed24.jpg,8.404427528381348
p5_seed29,data/raw/p5_seed29.jpg,8.403263092041016
p4_img5,data/raw/p4_img5.png,8.373764991760254
p7_img7,data/raw/p7_img7.png,8.345148086547852
p0_img25,data/raw/p0_img25.png,8.34233570098877
p6_seed14,data/raw/p6_seed14.jpg,8.339578628540039
p8_img5,data/raw/p8_img5.png,8.33928394317627
p0_img5,data/raw/p0_img5.png,8.323494911193848
p8_img10,data/raw/p8_img10.png,8.32272720336914
p2_seed12,data/raw/p2_seed12.jpg,8.322059631347656
p1_img8,data/raw/p1_img8.png,8.321976661682129
p2_img24,data/raw/p2_img24.png,8.313820838928223
p7_img16,data/raw/p7_img16.png,8.31337833404541
p0_img3,data/raw/p0_img3.png,8.295344352722168
p7_img13,data/raw/p7_img13.png,8.286205291748047
p4_seed4,data/raw/p4_seed4.jpg,8.278132438659668
p2_img22,data/raw/p2_img22.png,8.274309158325195
p3_img14,data/raw/p3_img14.png,8.273565292358398
p0_img7,data/raw/p0_img7.png,8.273111343383789
p2_img17,data/raw/p2_img17.png,8.271620750427246
p4_img3,data/raw/p4_img3.png,8.268680572509766
p7_img14,data/raw/p7_img14.png,8.254535675048828
p0_img4,data/raw/p0_img4.png,8.250473976135254
p3_img17,data/raw/p3_img17.png,8.24958610534668
p1_img11,data/raw/p1_img11.png,8.249402046203613
p0_img17,data/raw/p0_img17.png,8.244796752929688
p4_seed5,data/raw/p4_seed5.jpg,8.23536491394043
p3_seed10,data/raw/p3_seed10.jpg,8.234621047973633
p2_seed1,data/raw/p2_seed1.jpg,8.23302173614502
p2_seed13,data/raw/p2_seed13.jpg,8.226025581359863
p0_img10,data/raw/p0_img10.png,8.185417175292969
p8_img14,data/raw/p8_img14.png,8.183645248413086
p4_img19,data/raw/p4_img19.png,8.175067901611328
