image_id,image_path,ensemble_raw_score
p0_img9,data/raw/p0_img9.png,0.5084991063440584
p4_img9,data/raw/p4_img9.png,0.5007653645484885
p2_seed4,data/raw/p2_seed4.jpg,0.5003012625656108
p1_img19,data/raw/p1_img19.png,0.4955964585192955
p4_img20,data/raw/p4_img20.png,0.4939675508153617
p7_img17,data/raw/p7_img17.png,0.4930214814066654
p0_seed19,data/raw/p0_seed19.jpg,0.4884963798924071
p0_img28,data/raw/p0_img28.png,0.4854563911870326
p2_seed5,data/raw/p2_seed5.jpg,0.4849266936598939
p4_img26,data/raw/p4_img26.png,0.4815274334971345
p2_seed20,data/raw/p2_seed20.jpg,0.477478587346953
p7_img9,data/raw/p7_img9.png,0.4690169285848907
p4_img27,data/raw/p4_img27.png,0.467303212848955
p0_img13,data/raw/p0_img13.png,0.4651978783368203
p3_img21,data/raw/p3_img21.png,0.4649307408132301
p8_img8,data/raw/p8_img8.png,0.4594167914816509
p4_seed19,data/raw/p4_seed19.jpg,0.455389787227605
p4_img13,data/raw/p4_img13.png,0.4538498439996973
p2_seed6,data/raw/p2_seed6.jpg,0.4462623184203278
p4_img6,data/raw/p4_img6.png,0.4452769328307013
p0_img22,data/raw/p0_img22.png,0.4438635358094467
p2_seed28,data/raw/p2_seed28.jpg,0.4433187887266817
p4_img23,data/raw/p4_img23.png,0.4397558097789653
p4_img5,data/raw/p4_img5.png,0.4324532847405768
p8_img11,data/raw/p8_img11.png,0.4321058956363184
p1_seed26,data/raw/p1_seed26.jpg,0.4310522391033681
p4_img25,data/raw/p4_img25.png,0.4188646993911096
p1_img9,data/raw/p1_img9.png,0.4174312851249933
p8_img17,data/raw/p8_img17.png,0.416736552453662
p4_seed16,data/raw/p4_seed16.jpg,0.4135828221626496
p2_seed0,data/raw/p2_seed0.jpg,0.3901151325273207
p4_img24,data/raw/p4_img24.png,0.3897157895162553
p8_img19,data/raw/p8_img19.png,0.3815203578492367
p6_seed14,data/raw/p6_seed14.jpg,0.376948236479764
p4_seed4,data/raw/p4_seed4.jpg,0.3765125845261388
p2_img8,data/raw/p2_img8.png,0.3763271635093092
p3_img17,data/raw/p3_img17.png,0.3763220419998983
p7_img7,data/raw/p7_img7.png,0.3718179237577346
p0_img8,data/raw/p0_img8.png,0.3715220081081651
p0_img25,data/raw/p0_img25.png,0.3699493619423706
p2_seed7,data/raw/p2_seed7.jpg,0.3694121769067684
p7_img16,data/raw/p7_img16.png,0.3629737376116904
p1_img8,data/raw/p1_img8.png,0.3600788778975541
p0_img17,data/raw/p0_img17.png,0.3542779270031287
p7_img14,data/raw/p7_img14.png,0.3538291195917701
p7_img13,data/raw/p7_img13.png,0.348868922992199
p2_seed13,data/raw/p2_seed13.jpg,0.3458738334958754
p2_seed12,data/raw/p2_seed12.jpg,0.3458371403923115
p8_img5,data/raw/p8_img5.png,0.3432807857674472
p3_img14,data/raw/p3_img14.png,0.3416661962533964
p4_seed5,data/raw/p4_seed5.jpg,0.3406621874317035
p2_img22,data/raw/p2_img22.png,0.339466109969087
p0_img5,data/raw/p0_img5.png,0.3390392633458892
p0_img3,data/raw/p0_img3.png,0.3373867448421594
p5_seed20,data/raw/p5_seed20.jpg,0.3358832423252919
p0_seed24,data/raw/p0_seed24.jpg,0.3319310032546531
p2_img17,data/raw/p2_img17.png,0.3303597948313117
p0_img7,data/raw/p0_img7.png,0.3298496750188637
p0_img10,data/raw/p0_img10.png,0.3293330513213096
p1_img11,data/raw/p1_img11.png,0.3248731488757042
p8_img14,data/raw/p8_img14.png,0.3244050996605777
p0_img4,data/raw/p0_img4.png,0.3186362971877028
p4_img19,data/raw/p4_img19.png,0.3156740156339253
p4_img3,data/raw/p4_img3.png,0.3128716223116267
p7_img1,data/raw/p7_img1.png,0.3124735609136417
p8_img15,data/raw/p8_img15.png,0.3055013311501034
