image_id,image_path,ensemble_adjusted_score
p4_img2,data/raw/p4_img2.png,0.9533901175442606
p2_seed4,data/raw/p2_seed4.jpg,0.9332121472590488
p0_img26,data/raw/p0_img26.png,0.928581825976512
p3_img17,data/raw/p3_img17.png,0.925105383257398
p2_img22,data/raw/p2_img22.png,0.9075674149677384
p4_img10,data/raw/p4_img10.png,0.9025135070375304
p2_seed16,data/raw/p2_seed16.jpg,0.9013919659670048
p2_seed5,data/raw/p2_seed5.jpg,0.8890408371439626
p7_img8,data/raw/p7_img8.png,0.8877338231658912
p8_img23,data/raw/p8_img23.png,0.8844645455553355
p7_img22,data/raw/p7_img22.png,0.8771340116925584
p4_img1,data/raw/p4_img1.png,0.8747783782309769
p8_img27,data/raw/p8_img27.png,0.8676135886556496
p5_seed9,data/raw/p5_seed9.jpg,0.8619825392409318
p3_img21,data/raw/p3_img21.png,0.8596897724258533
p4_seed12,data/raw/p4_seed12.jpg,0.8344712208209867
p8_img14,data/raw/p8_img14.png,0.8083206036693525
p4_img19,data/raw/p4_img19.png,0.8016200351620824
p4_seed0,data/raw/p4_seed0.jpg,0.8007003306660646
p4_img18,data/raw/p4_img18.png,0.7856210443481265
p7_img14,data/raw/p7_img14.png,0.7842237847616714
p8_img6,data/raw/p8_img6.png,0.7839975350592733
p0_img7,data/raw/p0_img7.png,0.7741797203369835
p3_img25,data/raw/p3_img25.png,0.7718714163833705
p4_img0,data/raw/p4_img0.png,0.7557688618912849
p6_img21,data/raw/p6_img21.png,0.7531549121921706
p8_img13,data/raw/p8_img13.png,0.749849505050361
p3_img22,data/raw/p3_img22.png,0.7498253106601026
p2_img17,data/raw/p2_img17.png,0.744500644577249
p1_img11,data/raw/p1_img11.png,0.7432547698778477
p7_img29,data/raw/p7_img29.png,0.7400437227820835
p7_img9,data/raw/p7_img9.png,0.7370894348838872
p7_img13,data/raw/p7_img13.png,0.7268429729958387
p0_seed9,data/raw/p0_seed9.jpg,0.7254029995572501
p0_img16,data/raw/p0_img16.png,0.7216683614042251
p2_seed1,data/raw/p2_seed1.jpg,0.716108920761792
p8_img19,data/raw/p8_img19.png,0.7114350463235443
p2_img13,data/raw/p2_img13.png,0.7094526363313437
